CUM;ATC INVIMA;DESCRIPCIÓN ATC;FORMA FARMACÉUTICA;PRODUCTO;CANTIDAD PRINCIPIO ACTIVO;CANTIDAD PRINCIPIO ACTIVO SEGUNDARIO;UNIDAD BASE;VOLUMEN;UNIDAD VOLUMEN;PESO;UNIDAD PESO;CONCENTRACIÓN;UNIDAD CONCENTRACIÓN;CANTIDAD PRINCIPIO ACTIVO POR PRESENTACIÓN COMERCIAL;TITULAR;ESTADO CUM - Marzo 2014;UNIDADES POR PRESENTACIÓN COMERCIAL;UNIDAD DE DISPENSACIÓN DE LA PRESENTACION COMERCIAL;PRESENTACIÓN COMERCIAL;ID MERCADO RELEVANTE;MERCADO RELEVANTE;CIRCULAR - CNPMDM;FECHA DE ENTRADA EN VIGENCIA;MARGEN DE IPS -CIRCULAR 01 2014;ALEMANIA;ARGENTINA;AUSTRALIA;BRASIL;CANADA;CHILE;COLOMBIA;ECUADOR;EE.UU.;ESPAÑA;FRANCIA;MEXICO;NORUEGA;PANAMA;PERU;PORTUGAL;REINO UNIDO;URUGUAY
19956218-1;L02AE02;LEUPRORELINA ACETATO;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;ELIGARD;22.5;;mg;;;;;;;22.5;TOLMAR;VIGENTE;1;SOBRE;1 SOBRE;102;LEUPRORELINA ACETATO - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 01 de 2014;25-abr-14;65069.37;;;1974483.94;1552219.18;2348582.54;1289886.26;929562.41;1798016.25;2547756.53;925498.15;729736.01;;941755.21;1942534.13;2495791.75;898106,00;1460165.68;729873.04
20032905-1;L02AE02;LEUPRORELINA ACETATO;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;ELIGARD;45;;mg;;;;;;;45;TOLMAR;VIGENTE;1;BANDEJA;1 BANDEJA;102;LEUPRORELINA ACETATO - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 01 de 2014;25-abr-14;65069.37;;;3948967.88;3104438.36;4697165.08;2579772.52;1859124.83;3596032.49;5095513.05;1850996.29;1459472.01;;1883510.42;3885068.27;4991583.51;1796212.01;2920331.36;1459746.07
201884-1;B02BD02;COAGULACION FACTORES VIII;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;FANHDI;500;;UI;10;ml;;;50;UI/ml;500;GRIFOLS;VIGENTE;1;VIAL;1 VIAL;86a;FACTOR ANTIHEMOFÍLICO VIII PLASMATICO - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 01 de 2014;25-abr-14;33297.09;;;;571266.21;;;475672.7;;858312.74;515659.57;;355712.1;;;;;;
201884-2;B02BD02;COAGULACION FACTORES VIII;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;FANHDI;500;;UI;10;ml;;;50;UI/ml;500;GRIFOLS;VIGENTE;1;VIAL;1 VIAL;86a;FACTOR ANTIHEMOFÍLICO VIII PLASMATICO - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 01 de 2014;25-abr-14;33297.09;;;;571266.21;;;475672.7;;858312.74;515659.57;;355712.1;;;;;;
35076-5;B02BD02;COAGULACION FACTORES VIII;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;HEMOFIL M;500;;UI;10;ml;;;50;UI/ml;500;BAXTER;VIGENTE;1;VIAL;1 VIAL;86a;FACTOR ANTIHEMOFÍLICO VIII PLASMATICO - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 01 de 2014;25-abr-14;33297.09;;;;571266.21;;;475672.7;;858312.74;515659.57;;355712.1;;;;;;
35076-6;B02BD02;COAGULACION FACTORES VIII;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;HEMOFIL M;1000;;UI;10;ml;;;100;UI/ml;1000;BAXTER;VIGENTE;1;VIAL;1 VIAL;86a;FACTOR ANTIHEMOFÍLICO VIII PLASMATICO - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 01 de 2014;25-abr-14;66594.18;;;;1142532.42;;;951345.41;;1716625.47;1031319.14;;711424.2;;;;;;
35076-7;B02BD02;COAGULACION FACTORES VIII;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;HEMOFIL M;1500;;UI;10;ml;;;150;UI/ml;1500;BAXTER;VIGENTE;1;VIAL;1 VIAL;86a;FACTOR ANTIHEMOFÍLICO VIII PLASMATICO - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 01 de 2014;25-abr-14;49945.63;;;;1713798.63;;;1427018.11;;2574938.21;1546978.71;;1067136.3;;;;;;
35076-8;B02BD02;COAGULACION FACTORES VIII;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;HEMOFIL M;1500;;UI;10;ml;;;150;UI/ml;1500;BAXTER;VIGENTE;1;VIAL;1 VIAL;86a;FACTOR ANTIHEMOFÍLICO VIII PLASMATICO - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 01 de 2014;25-abr-14;49945.63;;;;1713798.63;;;1427018.11;;2574938.21;1546978.71;;1067136.3;;;;;;
19962384-1;A10AD04;INSULINA LISPRO;SOLUCION / SUSPENSION INYECTABLE;HUMALOG MIX 25;300;;U;3;ml;;;100;U/ml;600;ELI LILLY;VIGENTE;2;CARTUCHOS;2 CARTUCHOS x 3 ml;132;INSULINA LISPRO - Solución Inyectable;Circular 01 de 2014;25-abr-14;2251.54;;;35132.47;54532.25;39726.43;;32164.81;;165275.99;32706.37;30829.01;46014.11;31722.52;29325.16;50709.88;32312.24;38114.9;
19962384-2;A10AD04;INSULINA LISPRO;SOLUCION / SUSPENSION INYECTABLE;HUMALOG MIX 25;300;;U;3;ml;;;100;U/ml;1500;ELI LILLY;VIGENTE;5;CARTUCHOS;5 CARTUCHOS x 3 ml;132;INSULINA LISPRO - Solución Inyectable;Circular 01 de 2014;25-abr-14;5628.84;;;87831.18;136330.61;99316.08;;80412.03;;413189.97;81765.91;77072.53;115035.27;79306.31;73312.91;126774.7;80780.6;95287.26;
19962384-3;A10AD04;INSULINA LISPRO;SOLUCION / SUSPENSION INYECTABLE;HUMALOG MIX 25;300;;U;3;ml;;;100;U/ml;1500;ELI LILLY;VIGENTE;5;INYECTORES PRELLENADOS;5 INYECTORES PRELLENADOS x 3 ml;132;INSULINA LISPRO - Solución Inyectable;Circular 01 de 2014;25-abr-14;5628.84;;;87831.18;136330.61;99316.08;;80412.03;;413189.97;81765.91;77072.53;115035.27;79306.31;73312.91;126774.7;80780.6;95287.26;
19962384-4;A10AD04;INSULINA LISPRO;SOLUCION / SUSPENSION INYECTABLE;HUMALOG MIX 25;300;;U;3;ml;;;100;U/ml;300;ELI LILLY;VIGENTE;1;JERINGA PRELLENADA;1 JERINGA PRELLENADA x 3 ml;132;INSULINA LISPRO - Solución Inyectable;Circular 01 de 2014;25-abr-14;1125.77;;;17566.24;27266.12;19863.22;;16082.41;;82637.99;16353.18;15414.51;23007.05;15861.26;14662.58;25354.94;16156.12;19057.45;
19962384-5;A10AD04;INSULINA LISPRO;SOLUCION / SUSPENSION INYECTABLE;HUMALOG MIX 25;300;;U;3;ml;;;100;U/ml;600;ELI LILLY;VIGENTE;2;JERINGAS PRELLENADAS;2 JERINGAS PRELLENADAS x 3 ml;132;INSULINA LISPRO - Solución Inyectable;Circular 01 de 2014;25-abr-14;2251.54;;;35132.47;54532.25;39726.43;;32164.81;;165275.99;32706.37;30829.01;46014.11;31722.52;29325.16;50709.88;32312.24;38114.9;
19989587-1;A10AD04;INSULINA LISPRO;SOLUCION / SUSPENSION INYECTABLE;HUMALOG MIX 50;300;;U;3;ml;;;100;U/ml;1500;ELI LILLY;VIGENTE;5;CARTUCHOS;5 CARTUCHOS x 3 ml;132;INSULINA LISPRO - Solución Inyectable;Circular 01 de 2014;25-abr-14;5628.84;;;87831.18;136330.61;99316.08;;80412.03;;413189.97;81765.91;77072.53;115035.27;79306.31;73312.91;126774.7;80780.6;95287.26;
19989587-2;A10AD04;INSULINA LISPRO;SOLUCION / SUSPENSION INYECTABLE;HUMALOG MIX 50;300;;U;3;ml;;;100;U/ml;1500;ELI LILLY;VIGENTE;5;INYECTORES PRELLENADOS;5 INYECTORES PRELLENADOS x 3 ml;132;INSULINA LISPRO - Solución Inyectable;Circular 01 de 2014;25-abr-14;5628.84;;;87831.18;136330.61;99316.08;;80412.03;;413189.97;81765.91;77072.53;115035.27;79306.31;73312.91;126774.7;80780.6;95287.26;
19989587-3;A10AD04;INSULINA LISPRO;SOLUCION / SUSPENSION INYECTABLE;HUMALOG MIX 50;300;;U;3;ml;;;100;U/ml;300;ELI LILLY;VIGENTE;1;JERINGA PRELLENADA;1 JERINGA PRELLENADA x 3 ml;132;INSULINA LISPRO - Solución Inyectable;Circular 01 de 2014;25-abr-14;1125.77;;;17566.24;27266.12;19863.22;;16082.41;;82637.99;16353.18;15414.51;23007.05;15861.26;14662.58;25354.94;16156.12;19057.45;
19989587-4;A10AD04;INSULINA LISPRO;SOLUCION / SUSPENSION INYECTABLE;HUMALOG MIX 50;300;;U;3;ml;;;100;U/ml;600;ELI LILLY;VIGENTE;2;JERINGAS PRELLENADAS;2 JERINGAS PRELLENADAS x 3 ml;132;INSULINA LISPRO - Solución Inyectable;Circular 01 de 2014;25-abr-14;2251.54;;;35132.47;54532.25;39726.43;;32164.81;;165275.99;32706.37;30829.01;46014.11;31722.52;29325.16;50709.88;32312.24;38114.9;
226750-1;B02BD06;VON WILLEBRAND FACTOR Y COAGULACION FACTOR VIII EN COMBINACION;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;IMMUNATE;250;200;UI;5;ml;;;;;250;BAXTER;VIGENTE;1;VIAL;1 VIAL;133;VON WILLEBRAND FACTOR Y COAGULACION FACTOR VIII EN COMBINACION - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 01 de 2014;25-abr-14;14514.07;;;;423637.31;;;207343.82;;239464.27;245468.5;;;494620.23;196637,00;65957.58;;;
19935850-1;B02BD06;VON WILLEBRAND FACTOR Y COAGULACION FACTOR VIII EN COMBINACION;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;IMMUNATE;500;400;UI;5;ml;;;;;500;BAXTER;EN TRAMITE RENOV;1;VIAL;1 VIAL;133;VON WILLEBRAND FACTOR Y COAGULACION FACTOR VIII EN COMBINACION - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 01 de 2014;25-abr-14;29028.13;;;;847274.62;;;414687.64;;478928.53;490937,00;;;989240.46;393274.01;131915.15;;;
19935853-1;B02BD06;VON WILLEBRAND FACTOR Y COAGULACION FACTOR VIII EN COMBINACION;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;IMMUNATE;1000;800;UI;10;ml;;;;;1000;BAXTER;EN TRAMITE RENOV;1;VIAL;1 VIAL;133;VON WILLEBRAND FACTOR Y COAGULACION FACTOR VIII EN COMBINACION - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 01 de 2014;25-abr-14;58056.27;;;;1694549.23;;;829375.28;;957857.07;981874,00;;;1978480.93;786548.01;263830.3;;;
19913650-1;B02BD04;COAGULACION FACTOR IX;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;IMMUNINE;600;;UI;;;;;;;600;BAXTER;VIGENTE;1;VIAL;1 VIAL;85a;FACTOR ANTIHEMOFÍLICO IX PLASMATICO - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 01 de 2014;25-abr-14;36438.8;;;;1035155.57;;;520554.29;;;888236.18;;520554.29;944662.5;408931.29;;;;
19936411-1;N03AX14;LEVETIRACETAM;TABLETA / CAPSULA;KEPPRA;1000;;mg;;;;;;;30000;GLAXOSMITHKLINE;EN TRAMITE RENOV;30;TABLETAS;30 TABLETAS;103;LEVETIRACETAM - Tableta/Capsula;Circular 01 de 2014;25-abr-14;4935.98;;;104842.2;;215423.59;68743.35;70514.07;;615054.76;68269.05;101446.42;;59642.09;;220525.46;75826.22;156709.7;
19936411-3;N03AX14;LEVETIRACETAM;TABLETA / CAPSULA;KEPPRA;1000;;mg;;;;;;;20000;GLAXOSMITHKLINE;EN TRAMITE RENOV;20;TABLETAS;20 TABLETAS;103;LEVETIRACETAM - Tableta/Capsula;Circular 01 de 2014;25-abr-14;3290.66;;;69894.8;;143615.73;45828.9;47009.38;;410036.51;45512.7;67630.94;;39761.39;;147016.97;50550.81;104473.13;
19936412-1;N03AX14;LEVETIRACETAM;TABLETA / CAPSULA;KEPPRA;500;;mg;;;;;;;10000;UCB;EN TRAMITE RENOV;20;TABLETAS;20 TABLETAS;103;LEVETIRACETAM - Tableta/Capsula;Circular 01 de 2014;25-abr-14;1645.33;;;34947.4;;71807.86;22914.45;23504.69;;205018.25;22756.35;33815.47;;19880.7;;73508.49;25275.41;52236.57;
19936412-2;N03AX14;LEVETIRACETAM;TABLETA / CAPSULA;KEPPRA;500;;mg;;;;;;;15000;UCB;EN TRAMITE RENOV;30;TABLETAS;30 TABLETAS;103;LEVETIRACETAM - Tableta/Capsula;Circular 01 de 2014;25-abr-14;2467.99;;;52421.1;;107711.79;34371.68;35257.03;;307527.38;34134.52;50723.21;;29821.04;;110262.73;37913.11;78354.85;
19936412-3;N03AX14;LEVETIRACETAM;TABLETA / CAPSULA;KEPPRA;500;;mg;;;;;;;30000;UCB;EN TRAMITE RENOV;60;TABLETAS;60 TABLETAS;103;LEVETIRACETAM - Tableta/Capsula;Circular 01 de 2014;25-abr-14;4935.98;;;104842.2;;215423.59;68743.35;70514.07;;615054.76;68269.05;101446.42;;59642.09;;220525.46;75826.22;156709.7;
19995036-1;L02AE02;LEUPRORELINA ACETATO;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;LUPRON DEPOT;11.25;;mg;;;;;;;11.25;ABBOTT  / ABBVIE;VIGENTE;1;JERINGA PRELLENADA;1 JERINGA PRELLENADA;102;LEUPRORELINA ACETATO - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 01 de 2014;25-abr-14;32534.68;;;987241.97;776109.59;1174291.27;644943.13;464781.21;899008.12;1273878.26;462749.07;364868,00;;470877.6;971267.07;1247895.88;449053,00;730082.84;364936.52
39428-1;L02AE02;LEUPRORELINA ACETATO;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;LUPRON DEPOT;3.75;;mg;2;ml;;;1875;mg/ml;3.75;ABBOTT  / ABBVIE;VIGENTE;1;VIAL;1 VIAL;102;LEUPRORELINA ACETATO - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 01 de 2014;25-abr-14;10844.89;;;329080.66;258703.2;391430.42;214981.04;154927.07;299669.37;424626.09;154249.69;121622.67;;156959.2;323755.69;415965.29;149684.33;243360.95;121645.51
39428-2;L02AE02;LEUPRORELINA ACETATO;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;LUPRON DEPOT;3.75;;mg;2;ml;;;1875;mg/ml;3.75;ABBOTT  / ABBVIE;VIGENTE;1;JERINGA PRELLENADA;1 JERINGA PRELLENADA;102;LEUPRORELINA ACETATO - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 01 de 2014;25-abr-14;10844.89;;;329080.66;258703.2;391430.42;214981.04;154927.07;299669.37;424626.09;154249.69;121622.67;;156959.2;323755.69;415965.29;149684.33;243360.95;121645.51
20018782-1;L02AE02;LEUPRORELINA ACETATO;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;LUPRON DEPOT;30;;mg;;;;;;;30;ABBOTT  / ABBVIE;VIGENTE;1;JERINGA PRELLENADA;1 JERINGA PRELLENADA;102;LEUPRORELINA ACETATO - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 01 de 2014;25-abr-14;43379.58;;;2632645.26;2069625.57;3131443.39;1719848.35;1239416.55;2397355,00;3397008.7;1233997.53;972981.34;;1255673.61;2590045.51;3327722.34;1197474.67;1946887.58;973164.05
19916203-1;L02BB03;BICALUTAMIDA;TABLETA / CAPSULA;LUTAMIDAL;150;;mg;;;;;;;750;MONTEVERDE;VIGENTE;5;TABLETAS;5 TABLETAS;74;BICALUTAMIDA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;3965.47;86943.37;;129512.81;232676.08;184143.65;;56649.63;;392905.6;36161.67;54950.14;66587.57;56649.63;;298875.69;59513.01;173124.6;40599.09
19916203-10;L02BB03;BICALUTAMIDA;TABLETA / CAPSULA;LUTAMIDAL;150;;mg;;;;;;;3150;MONTEVERDE;VIGENTE;21;TABLETAS;21 TABLETAS;74;BICALUTAMIDA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;16654.99;365162.15;;543953.82;977239.52;773403.32;;237928.47;;1650203.52;151879.01;230790.6;279667.79;237928.47;;1255277.91;249954.63;727123.31;170516.18
19916203-11;L02BB03;BICALUTAMIDA;TABLETA / CAPSULA;LUTAMIDAL;150;;mg;;;;;;;4200;MONTEVERDE;VIGENTE;28;TABLETAS;28 TABLETAS;74;BICALUTAMIDA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;22206.66;486882.87;;725271.76;1302986.02;1031204.43;;317237.95;;2200271.37;202505.34;307720.8;372890.39;317237.95;;1673703.89;333272.84;969497.74;227354.91
19916203-12;L02BB03;BICALUTAMIDA;TABLETA / CAPSULA;LUTAMIDAL;150;;mg;;;;;;;1500;MONTEVERDE;VIGENTE;10;TABLETAS;10 TABLETAS;74;BICALUTAMIDA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;7930.95;173886.74;;259025.63;465352.15;368287.3;;113299.27;;785811.2;72323.34;109900.29;133175.14;113299.27;;597751.39;119026.02;346249.19;81198.18
19916203-13;L02BB03;BICALUTAMIDA;TABLETA / CAPSULA;LUTAMIDAL;150;;mg;;;;;;;3000;MONTEVERDE;VIGENTE;20;TABLETAS;20 TABLETAS;74;BICALUTAMIDA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;15861.9;347773.48;;518051.25;930704.3;736574.59;;226598.54;;1571622.4;144646.67;219800.57;266350.28;226598.54;;1195502.78;238052.03;692498.39;162396.36
19916203-14;L02BB03;BICALUTAMIDA;TABLETA / CAPSULA;LUTAMIDAL;150;;mg;;;;;;;4500;MONTEVERDE;VIGENTE;30;TABLETAS;30 TABLETAS;74;BICALUTAMIDA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;23792.85;521660.21;;777076.88;1396056.45;1104861.89;;339897.81;;2357433.61;216970.01;329700.86;399525.42;339897.81;;1793254.16;357078.05;1038747.58;243594.55
19916203-15;L02BB03;BICALUTAMIDA;TABLETA / CAPSULA;LUTAMIDAL;150;;mg;;;;;;;6000;MONTEVERDE;VIGENTE;40;TABLETAS;40 TABLETAS;74;BICALUTAMIDA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;31723.8;695546.95;;1036102.51;1861408.6;1473149.19;;453197.08;;3143244.81;289293.35;439601.14;532700.56;453197.08;;2391005.55;476104.06;1384996.78;324792.73
19916203-16;L02BB03;BICALUTAMIDA;TABLETA / CAPSULA;LUTAMIDAL;150;;mg;;;;;;;7500;MONTEVERDE;VIGENTE;50;TABLETAS;50 TABLETAS;74;BICALUTAMIDA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;39654.74;869433.69;;1295128.14;2326760.75;1841436.49;;566496.35;;3929056.01;361616.69;549501.43;665875.7;566496.35;;2988756.94;595130.08;1731245.97;405990.91
19916203-17;L02BB03;BICALUTAMIDA;TABLETA / CAPSULA;LUTAMIDAL;150;;mg;;;;;;;2100;MONTEVERDE;VIGENTE;14;TABLETAS;14 TABLETAS;74;BICALUTAMIDA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;11103.33;243441.43;;362635.88;651493.01;515602.22;;158618.98;;1100135.68;101252.67;153860.4;186445.2;158618.98;;836851.94;166636.42;484748.87;113677.46
19916203-19;L02BB03;BICALUTAMIDA;TABLETA / CAPSULA;LUTAMIDAL;150;;mg;;;;;;;6300;MONTEVERDE;VIGENTE;42;TABLETAS;42 TABLETAS;74;BICALUTAMIDA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;33309.99;730324.3;;1087907.64;1954479.03;1546806.65;;475856.93;;3300407.05;303758.02;461581.2;559335.59;475856.93;;2510555.83;499909.27;1454246.62;341032.37
19916203-2;L02BB03;BICALUTAMIDA;TABLETA / CAPSULA;LUTAMIDAL;150;;mg;;;;;;;1500;MONTEVERDE;VIGENTE;10;TABLETAS;10 TABLETAS;74;BICALUTAMIDA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;7930.95;173886.74;;259025.63;465352.15;368287.3;;113299.27;;785811.2;72323.34;109900.29;133175.14;113299.27;;597751.39;119026.02;346249.19;81198.18
19916203-20;L02BB03;BICALUTAMIDA;TABLETA / CAPSULA;LUTAMIDAL;150;;mg;;;;;;;8400;MONTEVERDE;VIGENTE;56;TABLETAS;56 TABLETAS;74;BICALUTAMIDA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;44413.31;973765.73;;1450543.51;2605972.04;2062408.86;;634475.91;;4400542.73;405010.69;615441.6;745780.79;634475.91;;3347407.77;666545.69;1938995.49;454709.82
19916203-21;L02BB03;BICALUTAMIDA;TABLETA / CAPSULA;LUTAMIDAL;150;;mg;;;;;;;10500;MONTEVERDE;VIGENTE;70;TABLETAS;70 TABLETAS;74;BICALUTAMIDA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;55516.64;1217207.17;;1813179.39;3257465.06;2578011.08;;793094.89;;5500678.41;506263.36;769302,00;932225.98;793094.89;;4184259.71;833182.11;2423744.36;568387.28
19916203-22;L02BB03;BICALUTAMIDA;TABLETA / CAPSULA;LUTAMIDAL;150;;mg;;;;;;;1050;MONTEVERDE;VIGENTE;7;TABLETAS;7 TABLETAS;74;BICALUTAMIDA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;5551.66;121720.72;;181317.94;325746.51;257801.11;;79309.49;;550067.84;50626.34;76930.2;93222.6;79309.49;;418425.97;83318.21;242374.44;56838.73
19916203-23;L02BB03;BICALUTAMIDA;TABLETA / CAPSULA;LUTAMIDAL;150;;mg;;;;;;;1500;MONTEVERDE;VIGENTE;10;TABLETAS;10 TABLETAS;74;BICALUTAMIDA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;7930.95;173886.74;;259025.63;465352.15;368287.3;;113299.27;;785811.2;72323.34;109900.29;133175.14;113299.27;;597751.39;119026.02;346249.19;81198.18
19916203-24;L02BB03;BICALUTAMIDA;TABLETA / CAPSULA;LUTAMIDAL;150;;mg;;;;;;;2100;MONTEVERDE;VIGENTE;14;TABLETAS;14 TABLETAS;74;BICALUTAMIDA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;11103.33;243441.43;;362635.88;651493.01;515602.22;;158618.98;;1100135.68;101252.67;153860.4;186445.2;158618.98;;836851.94;166636.42;484748.87;113677.46
19916203-25;L02BB03;BICALUTAMIDA;TABLETA / CAPSULA;LUTAMIDAL;150;;mg;;;;;;;3000;MONTEVERDE;VIGENTE;20;TABLETAS;20 TABLETAS;74;BICALUTAMIDA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;15861.9;347773.48;;518051.25;930704.3;736574.59;;226598.54;;1571622.4;144646.67;219800.57;266350.28;226598.54;;1195502.78;238052.03;692498.39;162396.36
19916203-27;L02BB03;BICALUTAMIDA;TABLETA / CAPSULA;LUTAMIDAL;150;;mg;;;;;;;4500;MONTEVERDE;VIGENTE;30;TABLETAS;30 TABLETAS;74;BICALUTAMIDA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;23792.85;521660.21;;777076.88;1396056.45;1104861.89;;339897.81;;2357433.61;216970.01;329700.86;399525.42;339897.81;;1793254.16;357078.05;1038747.58;243594.55
19916203-28;L02BB03;BICALUTAMIDA;TABLETA / CAPSULA;LUTAMIDAL;150;;mg;;;;;;;6300;MONTEVERDE;VIGENTE;42;TABLETAS;42 TABLETAS;74;BICALUTAMIDA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;33309.99;730324.3;;1087907.64;1954479.03;1546806.65;;475856.93;;3300407.05;303758.02;461581.2;559335.59;475856.93;;2510555.83;499909.27;1454246.62;341032.37
19916203-29;L02BB03;BICALUTAMIDA;TABLETA / CAPSULA;LUTAMIDAL;150;;mg;;;;;;;9600;MONTEVERDE;VIGENTE;64;TABLETAS;64 TABLETAS;74;BICALUTAMIDA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;50758.07;1112875.12;;1657764.02;2978253.76;2357038.7;;725115.32;;5029191.69;462869.36;703361.83;852320.9;725115.32;;3825608.88;761766.5;2215994.84;519668.37
19916203-3;L02BB03;BICALUTAMIDA;TABLETA / CAPSULA;LUTAMIDAL;150;;mg;;;;;;;2100;MONTEVERDE;VIGENTE;14;TABLETAS;14 TABLETAS;74;BICALUTAMIDA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;11103.33;243441.43;;362635.88;651493.01;515602.22;;158618.98;;1100135.68;101252.67;153860.4;186445.2;158618.98;;836851.94;166636.42;484748.87;113677.46
19916203-4;L02BB03;BICALUTAMIDA;TABLETA / CAPSULA;LUTAMIDAL;150;;mg;;;;;;;1050;MONTEVERDE;VIGENTE;7;TABLETAS;7 TABLETAS;74;BICALUTAMIDA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;5551.66;121720.72;;181317.94;325746.51;257801.11;;79309.49;;550067.84;50626.34;76930.2;93222.6;79309.49;;418425.97;83318.21;242374.44;56838.73
19916203-5;L02BB03;BICALUTAMIDA;TABLETA / CAPSULA;LUTAMIDAL;150;;mg;;;;;;;750;MONTEVERDE;VIGENTE;5;TABLETAS;5 TABLETAS;74;BICALUTAMIDA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;3965.47;86943.37;;129512.81;232676.08;184143.65;;56649.63;;392905.6;36161.67;54950.14;66587.57;56649.63;;298875.69;59513.01;173124.6;40599.09
19916203-6;L02BB03;BICALUTAMIDA;TABLETA / CAPSULA;LUTAMIDAL;150;;mg;;;;;;;1500;MONTEVERDE;VIGENTE;10;TABLETAS;10 TABLETAS;74;BICALUTAMIDA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;7930.95;173886.74;;259025.63;465352.15;368287.3;;113299.27;;785811.2;72323.34;109900.29;133175.14;113299.27;;597751.39;119026.02;346249.19;81198.18
19916203-7;L02BB03;BICALUTAMIDA;TABLETA / CAPSULA;LUTAMIDAL;150;;mg;;;;;;;2250;MONTEVERDE;VIGENTE;15;TABLETAS;15 TABLETAS;74;BICALUTAMIDA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;11896.42;260830.11;;388538.44;698028.23;552430.95;;169948.9;;1178716.8;108485.01;164850.43;199762.71;169948.9;;896627.08;178539.02;519373.79;121797.27
19916203-8;L02BB03;BICALUTAMIDA;TABLETA / CAPSULA;LUTAMIDAL;150;;mg;;;;;;;1050;MONTEVERDE;VIGENTE;7;TABLETAS;7 TABLETAS;74;BICALUTAMIDA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;5551.66;121720.72;;181317.94;325746.51;257801.11;;79309.49;;550067.84;50626.34;76930.2;93222.6;79309.49;;418425.97;83318.21;242374.44;56838.73
19916203-9;L02BB03;BICALUTAMIDA;TABLETA / CAPSULA;LUTAMIDAL;150;;mg;;;;;;;2100;MONTEVERDE;VIGENTE;14;TABLETAS;14 TABLETAS;74;BICALUTAMIDA - Tableta/Capsula;Circular 01 de 2014;25-abr-14;11103.33;243441.43;;362635.88;651493.01;515602.22;;158618.98;;1100135.68;101252.67;153860.4;186445.2;158618.98;;836851.94;166636.42;484748.87;113677.46
