CUM;ATC INVIMA;DESCRIPCIÓN ATC;FORMA FARMACÉUTICA;PRODUCTO;CANTIDAD PRINCIPIO ACTIVO;CANTIDAD PRINCIPIO ACTIVO SEGUNDARIO;UNIDAD BASE;VOLUMEN;UNIDAD VOLUMEN;PESO;UNIDAD PESO;CONCENTRACIÓN;UNIDAD CONCENTRACIÓN;CANTIDAD PRINCIPIO ACTIVO POR PRESENTACIÓN COMERCIAL;TITULAR;ESTADO CUM - Marzo 2014;UNIDADES POR PRESENTACIÓN COMERCIAL;UNIDAD DE DISPENSACIÓN DE LA PRESENTACION COMERCIAL;PRESENTACIÓN COMERCIAL;ID MERCADO RELEVANTE;MERCADO RELEVANTE;CIRCULAR - CNPMDM;FECHA DE ENTRADA EN VIGENCIA;MARGEN DE IPS -CIRCULAR 01 2014;ALEMANIA;ARGENTINA;AUSTRALIA;BRASIL;CANADA;CHILE;COLOMBIA;ECUADOR;EE.UU.;ESPAÑA;FRANCIA;MEXICO;NORUEGA;PANAMA;PERU;PORTUGAL;REINO UNIDO;URUGUAY
226747-4;B02BD03;FACTOR VIII INHIBIDOR ACTIVADO POR BYPASS;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;FEIBA;500;;UI;;;;;;;500;BAXTER;VIGENTE;1;VIAL;1 VIAL;4;FACTOR VIII INHIBIDOR ACTIVADO POR BYPASS (B02BD03) - POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE;Circular 05 de 2013;16-sep-13;38395.9;;;2222510.46;812193.73;;1248946.55;1097025.71;;1460517.94;812180.63;1097025.71;1221881.37;1158191.19;;2405661.18;;;
19941419-1;H05AA02;TERIPARATIDE;SOLUCION / SUSPENSION INYECTABLE;FORTEO;750;;mcg;3;ml;;;250;mcg/ml;750;ELI LILLY;VIGENTE;1;JERINGA PRELLENADA;1 JERINGA PRELLENADA x 3 ml;10;TERIPARATIDE (H05AA02) - SOLUCION/SUSPENSIÓN INYECTABLE;Circular 05 de 2013;16-sep-13;56824.88;;;575005127.45;850556021.49;1088567082.09;861908835.9;811783.99;;1283927226.18;600699223.69;;;633254302.45;;692570609.73;501290765.03;650817374.9;
19941419-2;H05AA02;TERIPARATIDE;SOLUCION / SUSPENSION INYECTABLE;FORTEO;600;;mcg;2.4;ml;;;250;mcg/ml;600;ELI LILLY;VIGENTE;1;JERINGA PRELLENADA;1 JERINGA PRELLENADA x 2.4 ml;10;TERIPARATIDE (H05AA02) - SOLUCION/SUSPENSIÓN INYECTABLE;Circular 05 de 2013;16-sep-13;56824.88;;;460004101.96;680444817.19;870853665.67;689527068.72;811783.99;;1027141780.94;480559378.95;;;506603441.96;;554056487.78;401032612.02;520653899.92;
19971195-1;L01XE05;SORAFENIB;TABLETA / CAPSULA;NEXAVAR;200;;mg;;;;;;;2000;BAYER;VIGENTE;10;COMPRIMIDOS;10 COMPRIMIDOS;20;SORAFENIB (L01XE05) - TABLETA / CAPSULA;Circular 05 de 2013;16-sep-13;49562.92;;;1021419.98;589298.91;867109.43;;708041.69;926344.83;1134571.99;713924.09;690394.5;589643.15;834436.6;;965822.89;;849308.54;976229.08
19971195-2;L01XE05;SORAFENIB;TABLETA / CAPSULA;NEXAVAR;200;;mg;;;;;;;12000;BAYER;VIGENTE;60;COMPRIMIDOS;60 COMPRIMIDOS;20;SORAFENIB (L01XE05) - TABLETA / CAPSULA;Circular 05 de 2013;16-sep-13;148688.76;;;6128519.87;3535793.45;5202656.59;;4248250.16;5558068.99;6807431.92;4283544.55;4142366.97;3537858.92;5006619.62;;5794937.33;;5095851.21;5857374.45
20021985-1;B02BD08;EPTACOG ALFA (ACTIVADO);POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;NOVOSEVEN (1 mg);50;;KUI;;;;;;;50;NOVO NORDISK;VIGENTE;1;VIAL;1 VIAL;6;COAGULACION FACTOR VII (B02BD05R) - POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE;Circular 05 de 2013;16-sep-13;51915.52;;;;1554505.78;;2148523.1;1483300.62;;2427873.94;1313233.06;;1536385.15;1465605.77;;;;;
20021986-1;B02BD08;EPTACOG ALFA (ACTIVADO);POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;NOVOSEVEN (5 mg);250;;KUI;;;;;;;250;NOVO NORDISK;VIGENTE;1;VIAL;1 VIAL;6;COAGULACION FACTOR VII (B02BD05R) - POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE;Circular 05 de 2013;16-sep-13;259577.61;;;;7772528.89;;10742615.5;7416503.08;;12139369.68;6566165.3;;7681925.73;7328028.87;;;;;
19900028-1;L03AB07;INTERFERON BETA-1A;SOLUCION / SUSPENSION INYECTABLE;REBIF;22;;mcg;0.5;ml;;;44;mcg/ml;66;MERCK;VIGENTE;3;JERINGAS PRELLENADAS;3 JERINGAS PRELLENADAS x 0.5 ml;60;INTERFERON BETA-1A (L03AB07) - SOLUCION/SUSPENSIÓN INYECTABLE;Circular 05 de 2013;16-sep-13;24214.08;;;233892.39;762901.56;517136.92;872297.6;345915.42;;406620.04;396828.94;335763.99;;356066.85;;4563962.66;298681.05;369011.95;
19900028-2;L03AB07;INTERFERON BETA-1A;SOLUCION / SUSPENSION INYECTABLE;REBIF;22;;mcg;0.5;ml;;;44;mcg/ml;22;MERCK;VIGENTE;1;JERINGA PRELLENADA;1 JERINGA PRELLENADA x 0.5 ml;60;INTERFERON BETA-1A (L03AB07) - SOLUCION/SUSPENSIÓN INYECTABLE;Circular 05 de 2013;16-sep-13;8071.36;;;77964.13;254300.52;172378.97;290765.87;115305.14;;135540.01;132276.31;111921.33;;118688.95;;1521320.89;99560.35;123003.98;
19900028-3;L03AB07;INTERFERON BETA-1A;SOLUCION / SUSPENSION INYECTABLE;REBIF;22;;mcg;0.5;ml;;;44;mcg/ml;264;MERCK;VIGENTE;12;JERINGAS PRELLENADAS;12 JERINGAS PRELLENADAS x 0.5 ml;60;INTERFERON BETA-1A (L03AB07) - SOLUCION/SUSPENSIÓN INYECTABLE;Circular 05 de 2013;16-sep-13;48428.16;;;935569.56;3051606.23;2068547.67;3489190.39;1383661.67;;1626480.17;1587315.75;1343055.96;;1424267.38;;18255850.65;1194724.2;1476047.81;
19900028-4;L03AB07;INTERFERON BETA-1A;SOLUCION / SUSPENSION INYECTABLE;REBIF;22;;mcg;0.5;ml;;;44;mcg/ml;330;MERCK;VIGENTE;15;JERINGAS PRELLENADAS;15 JERINGAS PRELLENADAS x 0.5 ml;60;INTERFERON BETA-1A (L03AB07) - SOLUCION/SUSPENSIÓN INYECTABLE;Circular 05 de 2013;16-sep-13;64570.88;;;1169461.95;3814507.78;2585684.59;4361487.98;1844882.23;;2033100.22;1984144.69;1678819.95;;1780334.23;;22819813.32;1493405.26;1845059.76;
19900426-1;L03AB07;INTERFERON BETA-1A;SOLUCION / SUSPENSION INYECTABLE;REBIF;44;;mcg;0.5;ml;;;88;mcg/ml;44;MERCK;VIGENTE;1;JERINGA PRELLENADA;1 JERINGA PRELLENADA x 0.5 ml;60;INTERFERON BETA-1A (L03AB07) - SOLUCION/SUSPENSIÓN INYECTABLE;Circular 05 de 2013;16-sep-13;16142.72;;;155928.26;508601.04;344757.95;581531.73;230610.28;;271080.03;264552.62;223842.66;;237377.9;;3042641.78;199120.7;246007.97;
19900426-2;L03AB07;INTERFERON BETA-1A;SOLUCION / SUSPENSION INYECTABLE;REBIF;44;;mcg;0.5;ml;;;88;mcg/ml;132;MERCK;VIGENTE;3;JERINGAS PRELLENADAS;3 JERINGAS PRELLENADAS x 0.5 ml;60;INTERFERON BETA-1A (L03AB07) - SOLUCION/SUSPENSIÓN INYECTABLE;Circular 05 de 2013;16-sep-13;48428.16;;;467784.78;1525803.11;1034273.84;1744595.19;691830.84;;813240.09;793657.87;671527.98;;712133.69;;9127925.33;597362.1;738023.9;
19900426-3;L03AB07;INTERFERON BETA-1A;SOLUCION / SUSPENSION INYECTABLE;REBIF;44;;mcg;0.5;ml;;;88;mcg/ml;528;MERCK;VIGENTE;12;JERINGAS PRELLENADAS;12 JERINGAS PRELLENADAS x 0.5 ml;60;INTERFERON BETA-1A (L03AB07) - SOLUCION/SUSPENSIÓN INYECTABLE;Circular 05 de 2013;16-sep-13;96856.32;;;1871139.11;6103212.45;4137095.34;6978380.77;2767323.34;;3252960.35;3174631.5;2686111.92;;2848534.76;;36511701.31;2389448.41;2952095.61;
19900426-4;L03AB07;INTERFERON BETA-1A;SOLUCION / SUSPENSION INYECTABLE;REBIF;44;;mcg;0.5;ml;;;88;mcg/ml;660;MERCK;VIGENTE;15;JERINGAS PRELLENADAS;15 JERINGAS PRELLENADAS x 0.5 ml;60;INTERFERON BETA-1A (L03AB07) - SOLUCION/SUSPENSIÓN INYECTABLE;Circular 05 de 2013;16-sep-13;129141.76;;;2338923.89;7629015.56;5171369.18;8722975.97;3689764.46;;4066200.43;3968289.37;3357639.9;;3560668.45;;45639626.63;2986810.51;3690119.51;
20013593-1;L03AB07;INTERFERON BETA-1A;SOLUCION / SUSPENSION INYECTABLE;REBIF;132;;mcg;1.5;ml;;;88;mcg/ml;528;MERCK;VIGENTE;4;CARTUCHOS;4 CARTUCHOS x 1.5 ml;60;INTERFERON BETA-1A (L03AB07) - SOLUCION/SUSPENSIÓN INYECTABLE;Circular 05 de 2013;16-sep-13;96856.32;;;1871139.11;6103212.45;4137095.34;6978380.77;2767323.34;;3252960.35;3174631.5;2686111.92;;2848534.76;;36511701.31;2389448.41;2952095.61;
20013594-1;L03AB07;INTERFERON BETA-1A;SOLUCION / SUSPENSION INYECTABLE;REBIF;66;;mcg;1.5;ml;;;44;mcg/ml;264;MERCK;PERDIDA FUERZA EJEC;4;CARTUCHOS;4 CARTUCHOS x 1.5 ml;60;INTERFERON BETA-1A (L03AB07) - SOLUCION/SUSPENSIÓN INYECTABLE;Circular 05 de 2013;16-sep-13;48428.16;;;935569.56;3051606.23;2068547.67;3489190.39;1383661.67;;1626480.17;1587315.75;1343055.96;;1424267.38;;18255850.65;1194724.2;1476047.81;
224764-3;L03AB07;INTERFERON BETA-1A;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;REBIF;11;;mcg;;;;;;;11;MERCK;PERDIDA FUERZA EJEC;1;VIAL;1 VIAL;60;INTERFERON BETA-1A (L03AB07) - SOLUCION/SUSPENSIÓN INYECTABLE;Circular 05 de 2013;16-sep-13;4035.68;;;38982.06;127150.26;86189.49;145382.93;57652.57;;67770.01;66138.16;55960.67;;59344.47;;760660.44;49780.18;61501.99;
20028870-1;L04AA25;ECULIZUMAB;SOLUCION / SUSPENSION INYECTABLE;SOLIRIS;300;;mg;30;ml;;;10;mg/ml;300;ALEXION;VIGENTE;1;VIAL;1 VIAL x 30 ml;28;ECULIZUMAB (L04AA25) - SOLUCION/SUSPENSIÓN INYECTABLE;Circular 05 de 2013;16-sep-13;363115.18;;;;12270866.25;12706988.35;;10374719.55;;10580200.21;10306226,00;;;10904964.69;;;;10053821.45;
19909460-2;J06BB16;PALIVIZUMAB;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;SYNAGIS PALIVIZUMAB;50;;mg;;;;;;;50;ABBOTT  / ABBVIE;VIGENTE;1;VIAL;1 VIAL;13;PALIVIZUMAB (J06BB16) - POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE;Circular 05 de 2013;16-sep-13;39570.54;;;;1525318.03;;;1130586.73;;2062687.6;1130586.73;;;1227041.2;;;;951655.37;
19988218-10;L01XE08;NILOTINIB;TABLETA / CAPSULA;TASIGNA;200;;mg;;;;;;;8000;NOVARTIS;VIGENTE;40;CAPSULAS;40 CAPSULAS;53;NILOTINIB (L01XE08) - TABLETA / CAPSULA;Circular 05 de 2013;16-sep-13;94083.58;;;3594407.63;1297299.05;2562652.72;2956043.17;2688102.28;;5014601.18;2996151.74;3144019.18;1736686.35;2813551.85;;4380887.72;;3183745.59;
19988218-11;L01XE08;NILOTINIB;TABLETA / CAPSULA;TASIGNA;200;;mg;;;;;;;5600;NOVARTIS;VIGENTE;28;CAPSULAS;28 CAPSULAS;53;NILOTINIB (L01XE08) - TABLETA / CAPSULA;Circular 05 de 2013;16-sep-13;65858.51;;;2516085.34;908109.34;1793856.9;2069230.22;1881671.6;;3510220.83;2097306.21;2200813.43;1215680.44;1969486.3;;3066621.41;;2228621.91;
19988218-12;L01XE08;NILOTINIB;TABLETA / CAPSULA;TASIGNA;200;;mg;;;;;;;22400;NOVARTIS;VIGENTE;112;CAPSULAS;112 CAPSULAS;53;NILOTINIB (L01XE08) - TABLETA / CAPSULA;Circular 05 de 2013;16-sep-13;263434.02;;;10064341.36;3632437.35;7175427.6;8276920.88;7526686.39;;14040883.32;8389224.86;8803253.71;4862721.77;7877945.18;;12266485.63;;8914487.65;
19988218-2;L01XE08;NILOTINIB;TABLETA / CAPSULA;TASIGNA;200;;mg;;;;;;;5600;NOVARTIS;VIGENTE;28;CAPSULAS;28 CAPSULAS;53;NILOTINIB (L01XE08) - TABLETA / CAPSULA;Circular 05 de 2013;16-sep-13;65858.51;;;2516085.34;908109.34;1793856.9;2069230.22;1881671.6;;3510220.83;2097306.21;2200813.43;1215680.44;1969486.3;;3066621.41;;2228621.91;
19988218-3;L01XE08;NILOTINIB;TABLETA / CAPSULA;TASIGNA;200;;mg;;;;;;;5600;NOVARTIS;VIGENTE;28;CAPSULAS;28 CAPSULAS;53;NILOTINIB (L01XE08) - TABLETA / CAPSULA;Circular 05 de 2013;16-sep-13;65858.51;;;2516085.34;908109.34;1793856.9;2069230.22;1881671.6;;3510220.83;2097306.21;2200813.43;1215680.44;1969486.3;;3066621.41;;2228621.91;
19988218-5;L01XE08;NILOTINIB;TABLETA / CAPSULA;TASIGNA;200;;mg;;;;;;;22400;NOVARTIS;VIGENTE;112;CAPSULAS;112 CAPSULAS;53;NILOTINIB (L01XE08) - TABLETA / CAPSULA;Circular 05 de 2013;16-sep-13;263434.02;;;10064341.36;3632437.35;7175427.6;8276920.88;7526686.39;;14040883.32;8389224.86;8803253.71;4862721.77;7877945.18;;12266485.63;;8914487.65;
19988218-6;L01XE08;NILOTINIB;TABLETA / CAPSULA;TASIGNA;200;;mg;;;;;;;22400;NOVARTIS;VIGENTE;112;CAPSULAS;112 CAPSULAS;53;NILOTINIB (L01XE08) - TABLETA / CAPSULA;Circular 05 de 2013;16-sep-13;263434.02;;;10064341.36;3632437.35;7175427.6;8276920.88;7526686.39;;14040883.32;8389224.86;8803253.71;4862721.77;7877945.18;;12266485.63;;8914487.65;
19988218-7;L01XE08;NILOTINIB;TABLETA / CAPSULA;TASIGNA;200;;mg;;;;;;;24000;NOVARTIS;VIGENTE;120;CAPSULAS;120 CAPSULAS;53;NILOTINIB (L01XE08) - TABLETA / CAPSULA;Circular 05 de 2013;16-sep-13;282250.74;;;10783222.88;3891897.16;7687958.15;8868129.51;8064306.85;;15043803.55;8988455.21;9432057.55;5210059.04;8440655.55;;13142663.17;;9551236.76;
19988218-8;L01XE08;NILOTINIB;TABLETA / CAPSULA;TASIGNA;200;;mg;;;;;;;24000;NOVARTIS;VIGENTE;120;CAPSULAS;120 CAPSULAS;53;NILOTINIB (L01XE08) - TABLETA / CAPSULA;Circular 05 de 2013;16-sep-13;282250.74;;;10783222.88;3891897.16;7687958.15;8868129.51;8064306.85;;15043803.55;8988455.21;9432057.55;5210059.04;8440655.55;;13142663.17;;9551236.76;
19988218-9;L01XE08;NILOTINIB;TABLETA / CAPSULA;TASIGNA;200;;mg;;;;;;;8000;NOVARTIS;VIGENTE;40;CAPSULAS;40 CAPSULAS;53;NILOTINIB (L01XE08) - TABLETA / CAPSULA;Circular 05 de 2013;16-sep-13;94083.58;;;3594407.63;1297299.05;2562652.72;2956043.17;2688102.28;;5014601.18;2996151.74;3144019.18;1736686.35;2813551.85;;4380887.72;;3183745.59;
20025951-1;L01XE08;NILOTINIB;TABLETA / CAPSULA;TASIGNA;150;;mg;;;;;;;4200;NOVARTIS;VIGENTE;28;CAPSULAS;28 CAPSULAS;53;NILOTINIB (L01XE08) - TABLETA / CAPSULA;Circular 05 de 2013;16-sep-13;49393.88;;;1887064,00;681082,00;1345392.68;1551922.66;1411253.7;;2632665.62;1572979.66;1650610.07;911760.33;1477114.72;;2299966.05;;1671466.43;
20025951-2;L01XE08;NILOTINIB;TABLETA / CAPSULA;TASIGNA;150;;mg;;;;;;;4500;NOVARTIS;VIGENTE;30;CAPSULAS;30 CAPSULAS;53;NILOTINIB (L01XE08) - TABLETA / CAPSULA;Circular 05 de 2013;16-sep-13;52922.01;;;2021854.29;729730.72;1441492.15;1662774.28;1512057.53;;2820713.17;1685335.35;1768510.79;976886.07;1582622.92;;2464249.34;;1790856.89;
20025951-3;L01XE08;NILOTINIB;TABLETA / CAPSULA;TASIGNA;150;;mg;;;;;;;16800;NOVARTIS;VIGENTE;112;CAPSULAS;112 CAPSULAS;53;NILOTINIB (L01XE08) - TABLETA / CAPSULA;Circular 05 de 2013;16-sep-13;197575.52;;;7548256.02;2724328.01;5381570.7;6207690.66;5645014.8;;10530662.49;6291918.64;6602440.28;3647041.33;5908458.89;;9199864.22;;6685865.73;
20025951-4;L01XE08;NILOTINIB;TABLETA / CAPSULA;TASIGNA;150;;mg;;;;;;;4200;NOVARTIS;VIGENTE;28;CAPSULAS;28 CAPSULAS;53;NILOTINIB (L01XE08) - TABLETA / CAPSULA;Circular 05 de 2013;16-sep-13;49393.88;;;1887064,00;681082,00;1345392.68;1551922.66;1411253.7;;2632665.62;1572979.66;1650610.07;911760.33;1477114.72;;2299966.05;;1671466.43;
20025951-5;L01XE08;NILOTINIB;TABLETA / CAPSULA;TASIGNA;150;;mg;;;;;;;4500;NOVARTIS;VIGENTE;30;CAPSULAS;30 CAPSULAS;53;NILOTINIB (L01XE08) - TABLETA / CAPSULA;Circular 05 de 2013;16-sep-13;52922.01;;;2021854.29;729730.72;1441492.15;1662774.28;1512057.53;;2820713.17;1685335.35;1768510.79;976886.07;1582622.92;;2464249.34;;1790856.89;
20025951-6;L01XE08;NILOTINIB;TABLETA / CAPSULA;TASIGNA;150;;mg;;;;;;;16800;NOVARTIS;VIGENTE;112;CAPSULAS;112 CAPSULAS;53;NILOTINIB (L01XE08) - TABLETA / CAPSULA;Circular 05 de 2013;16-sep-13;197575.52;;;7548256.02;2724328.01;5381570.7;6207690.66;5645014.8;;10530662.49;6291918.64;6602440.28;3647041.33;5908458.89;;9199864.22;;6685865.73;
20025951-7;L01XE08;NILOTINIB;TABLETA / CAPSULA;TASIGNA;150;;mg;;;;;;;18000;NOVARTIS;VIGENTE;120;CAPSULAS;120 CAPSULAS;53;NILOTINIB (L01XE08) - TABLETA / CAPSULA;Circular 05 de 2013;16-sep-13;211688.05;;;8087417.16;2918922.87;5765968.61;6651097.13;6048230.14;;11282852.66;6741341.4;7074043.16;3907544.28;6330491.67;;9856997.38;;7163427.57;
20025951-8;L01XE08;NILOTINIB;TABLETA / CAPSULA;TASIGNA;150;;mg;;;;;;;18000;NOVARTIS;VIGENTE;120;CAPSULAS;120 CAPSULAS;53;NILOTINIB (L01XE08) - TABLETA / CAPSULA;Circular 05 de 2013;16-sep-13;211688.05;;;8087417.16;2918922.87;5765968.61;6651097.13;6048230.14;;11282852.66;6741341.4;7074043.16;3907544.28;6330491.67;;9856997.38;;7163427.57;
19911481-1;J05AE06;LOPINAVIR Y RITONAVIR;SOLUCION / SUSPENSION ORAL;KALETRA;12800;3200;mg;160;ml;;;80;mg/ml;12800;ABBOTT  / ABBVIE;VIGENTE;1;FRASCO;1 FRASCO x 160 ml;NA;NA;Circular 06 de 2013;03-oct-13;3984.12;;;;;;;56916,00;;;;;;;;;;;
19967068-1;J05AE06;LOPINAVIR Y RITONAVIR;TABLETA / CAPSULA;KALETRA;200;50;mg;;;;;;;24000;ABBOTT  / ABBVIE;VIGENTE;120;TABLETAS;120 TABLETAS;NA;NA;Circular 06 de 2013;03-oct-13;7563.36;;;;;;;108048,00;;;;;;;;;;;
19994092-1;J05AE06;LOPINAVIR Y RITONAVIR;TABLETA / CAPSULA;KALETRA;100;25;mg;;;;;;;6000;ABBOTT  / ABBVIE;VIGENTE;60;TABLETAS;60 TABLETAS;NA;NA;Circular 06 de 2013;03-oct-13;1958.74;;;;;;;27982,00;;;;;;;;;;;
33103-1;B01AD02;ALTEPLASE;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;ACTILYSE;50;;mg;50;ml;;;1;mg/ml;100;BOEHRINGER;VIGENTE;2;VIALES;2 VIALES;69;ALTEPLASA (ACTIVADOR TISULAR DEL PLASMINÓGENO HUMANO) - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 07 de 2013;14-ene-14;78568.65;;;;2505374.8;;;2244818.46;4784928.53;;2322831.97;;4052879.57;2010777.91;1252582.32;2474947.77;;2328812.89;
33103-2;B01AD02;ALTEPLASE;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;ACTILYSE;50;;mg;50;ml;;;1;mg/ml;100;BOEHRINGER;VIGENTE;2;VIALES;2 VIALES;69;ALTEPLASA (ACTIVADOR TISULAR DEL PLASMINÓGENO HUMANO) - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 07 de 2013;14-ene-14;78568.65;;;;2505374.8;;;2244818.46;4784928.53;;2322831.97;;4052879.57;2010777.91;1252582.32;2474947.77;;2328812.89;
228406-1;B01AC17;TIROFIBAN;SOLUCION / SUSPENSION INYECTABLE;AGRASTAT;12.5;;mg;50;ml;;;0.25;mg/ml;12.5;ASPEN;VIGENTE;1;VIAL;1 VIAL x 50 ml;126;TIROFIBAN - Solución Inyectable;Circular 07 de 2013;14-ene-14;31451.14;;;620193.29;393934.11;;682880.96;449302.06;643349.99;;449302.06;;306419.95;;464800.14;716358.32;;472587.29;
19950479-1;A10AB06;INSULINA GLULISINA;SOLUCION / SUSPENSION INYECTABLE;APIDRA;300;;UI;3;ml;;;100;UI/ml;300;SANOFI AVENTIS;VIGENTE;1;CARTUCHO;1 CARTUCHO x 3 ml;97;INSULINA GLULISINA - Solución Inyectable;Circular 07 de 2013;14-ene-14;1014.22;;;17566.24;15404.52;17825.03;14795.75;14488.88;;21625.47;15741.12;14182,00;;13536.7;;28902.42;13678.93;18307.06;
19950479-10;A10AB06;INSULINA GLULISINA;SOLUCION / SUSPENSION INYECTABLE;APIDRA;300;;UI;3;ml;;;100;UI/ml;3000;SANOFI AVENTIS;VIGENTE;10;CARTUCHOS;10 CARTUCHOS x 3 ml;97;INSULINA GLULISINA - Solución Inyectable;Circular 07 de 2013;14-ene-14;10142.22;;;175662.37;154045.19;178250.33;147957.54;144888.79;;216254.65;157411.15;141820.04;;135367,00;;289024.19;136789.29;183070.57;
19950479-11;A10AB06;INSULINA GLULISINA;SOLUCION / SUSPENSION INYECTABLE;APIDRA;300;;UI;3;ml;;;100;UI/ml;300;SANOFI AVENTIS;VIGENTE;1;CARTUCHO;1 CARTUCHO x 3 ml;97;INSULINA GLULISINA - Solución Inyectable;Circular 07 de 2013;14-ene-14;1014.22;;;17566.24;15404.52;17825.03;14795.75;14488.88;;21625.47;15741.12;14182,00;;13536.7;;28902.42;13678.93;18307.06;
19950479-12;A10AB06;INSULINA GLULISINA;SOLUCION / SUSPENSION INYECTABLE;APIDRA;300;;UI;3;ml;;;100;UI/ml;900;SANOFI AVENTIS;VIGENTE;3;CARTUCHOS;3 CARTUCHOS x 3 ml;97;INSULINA GLULISINA - Solución Inyectable;Circular 07 de 2013;14-ene-14;3042.66;;;52698.71;46213.56;53475.1;44387.26;43466.64;;64876.4;47223.35;42546.01;;40610.1;;86707.26;41036.79;54921.17;
19950479-13;A10AB06;INSULINA GLULISINA;SOLUCION / SUSPENSION INYECTABLE;APIDRA;300;;UI;3;ml;;;100;UI/ml;1200;SANOFI AVENTIS;VIGENTE;4;CARTUCHOS;4 CARTUCHOS x 3 ml;97;INSULINA GLULISINA - Solución Inyectable;Circular 07 de 2013;14-ene-14;4056.89;;;70264.95;61618.08;71300.13;59183.02;57955.52;;86501.86;62964.46;56728.02;;54146.8;;115609.67;54715.72;73228.23;
19950479-14;A10AB06;INSULINA GLULISINA;SOLUCION / SUSPENSION INYECTABLE;APIDRA;300;;UI;3;ml;;;100;UI/ml;1500;SANOFI AVENTIS;VIGENTE;5;CARTUCHOS;5 CARTUCHOS x 3 ml;97;INSULINA GLULISINA - Solución Inyectable;Circular 07 de 2013;14-ene-14;5071.11;;;87831.18;77022.59;89125.16;73978.77;72444.4;;108127.33;78705.58;70910.02;;67683.5;;144512.09;68394.64;91535.28;
19950479-15;A10AB06;INSULINA GLULISINA;SOLUCION / SUSPENSION INYECTABLE;APIDRA;300;;UI;3;ml;;;100;UI/ml;1800;SANOFI AVENTIS;VIGENTE;6;CARTUCHOS;6 CARTUCHOS x 3 ml;97;INSULINA GLULISINA - Solución Inyectable;Circular 07 de 2013;14-ene-14;6085.33;;;105397.42;92427.11;106950.2;88774.53;86933.28;;129752.79;94446.69;85092.03;;81220.2;;173414.51;82073.57;109842.34;
19950479-16;A10AB06;INSULINA GLULISINA;SOLUCION / SUSPENSION INYECTABLE;APIDRA;300;;UI;3;ml;;;100;UI/ml;2400;SANOFI AVENTIS;VIGENTE;8;CARTUCHOS;8 CARTUCHOS x 3 ml;97;INSULINA GLULISINA - Solución Inyectable;Circular 07 de 2013;14-ene-14;8113.77;;;140529.89;123236.15;142600.26;118366.03;115911.03;;173003.72;125928.92;113456.03;;108293.6;;231219.35;109431.43;146456.46;
19950479-17;A10AB06;INSULINA GLULISINA;SOLUCION / SUSPENSION INYECTABLE;APIDRA;300;;UI;3;ml;;;100;UI/ml;2700;SANOFI AVENTIS;VIGENTE;9;CARTUCHOS;9 CARTUCHOS x 3 ml;97;INSULINA GLULISINA - Solución Inyectable;Circular 07 de 2013;14-ene-14;9127.99;;;158096.13;138640.67;160425.29;133161.79;130399.91;;194629.19;141670.04;127638.04;;121830.3;;260121.77;123110.36;164763.51;
19950479-18;A10AB06;INSULINA GLULISINA;SOLUCION / SUSPENSION INYECTABLE;APIDRA;300;;UI;3;ml;;;100;UI/ml;3000;SANOFI AVENTIS;VIGENTE;10;CARTUCHOS;10 CARTUCHOS x 3 ml;97;INSULINA GLULISINA - Solución Inyectable;Circular 07 de 2013;14-ene-14;10142.22;;;175662.37;154045.19;178250.33;147957.54;144888.79;;216254.65;157411.15;141820.04;;135367,00;;289024.19;136789.29;183070.57;
19950479-19;A10AB06;INSULINA GLULISINA;SOLUCION / SUSPENSION INYECTABLE;APIDRA;300;;UI;3;ml;;;100;UI/ml;300;SANOFI AVENTIS;VIGENTE;1;CARTUCHO;1 CARTUCHO x 3 ml;97;INSULINA GLULISINA - Solución Inyectable;Circular 07 de 2013;14-ene-14;1014.22;;;17566.24;15404.52;17825.03;14795.75;14488.88;;21625.47;15741.12;14182,00;;13536.7;;28902.42;13678.93;18307.06;
19950479-2;A10AB06;INSULINA GLULISINA;SOLUCION / SUSPENSION INYECTABLE;APIDRA;300;;UI;3;ml;;;100;UI/ml;1500;SANOFI AVENTIS;VIGENTE;5;CARTUCHOS;5 CARTUCHOS x 3 ml;97;INSULINA GLULISINA - Solución Inyectable;Circular 07 de 2013;14-ene-14;5071.11;;;87831.18;77022.59;89125.16;73978.77;72444.4;;108127.33;78705.58;70910.02;;67683.5;;144512.09;68394.64;91535.28;
