CUM;ATC INVIMA;DESCRIPCIÓN ATC;FORMA FARMACÉUTICA;PRODUCTO;CANTIDAD PRINCIPIO ACTIVO;CANTIDAD PRINCIPIO ACTIVO SEGUNDARIO;UNIDAD BASE;VOLUMEN;UNIDAD VOLUMEN;PESO;UNIDAD PESO;CONCENTRACIÓN;UNIDAD CONCENTRACIÓN;CANTIDAD PRINCIPIO ACTIVO POR PRESENTACIÓN COMERCIAL;TITULAR;ESTADO CUM - Marzo 2014;UNIDADES POR PRESENTACIÓN COMERCIAL;UNIDAD DE DISPENSACIÓN DE LA PRESENTACION COMERCIAL;PRESENTACIÓN COMERCIAL;ID MERCADO RELEVANTE;MERCADO RELEVANTE;CIRCULAR - CNPMDM;FECHA DE ENTRADA EN VIGENCIA;MARGEN DE IPS -CIRCULAR 01 2014;ALEMANIA;ARGENTINA;AUSTRALIA;BRASIL;CANADA;CHILE;COLOMBIA;ECUADOR;EE.UU.;ESPAÑA;FRANCIA;MEXICO;NORUEGA;PANAMA;PERU;PORTUGAL;REINO UNIDO;URUGUAY
19939440-3;L01XE01;IMATINIB;TABLETA / CAPSULA;GLIVEC;100;;mg;;;;;;;12000;NOVARTIS;EN TRAMITE RENOV;120;COMPRIMIDOS;120 COMPRIMIDOS;91;IMATINIB - Tableta/Capsula;Circular 07 de 2013;14-ene-14;149094.68;;;6860239.46;2155076.84;6066627.46;4139965.83;4259848.04;;12745816.25;6617391.34;5326600.82;3315930.85;5410447.59;;4299808.77;4682888.28;5577458.36;
19939440-4;L01XE01;IMATINIB;TABLETA / CAPSULA;GLIVEC;100;;mg;;;;;;;18000;NOVARTIS;EN TRAMITE RENOV;180;COMPRIMIDOS;180 COMPRIMIDOS;91;IMATINIB - Tableta/Capsula;Circular 07 de 2013;14-ene-14;223642.02;;;10290359.19;3232615.25;9099941.2;6209948.75;6389772.06;;19118724.37;9926087.02;7989901.23;4973896.28;8115671.39;;6449713.16;7024332.42;8366187.53;
19939440-5;L01XE01;IMATINIB;TABLETA / CAPSULA;GLIVEC;100;;mg;;;;;;;3000;NOVARTIS;EN TRAMITE RENOV;30;COMPRIMIDOS;30 COMPRIMIDOS;91;IMATINIB - Tableta/Capsula;Circular 07 de 2013;14-ene-14;37273.67;;;1715059.87;538769.21;1516656.87;1034991.46;1064962.01;;3186454.06;1654347.84;1331650.2;828982.71;1352611.9;;1074952.19;1170722.07;1394364.59;
19939440-6;L01XE01;IMATINIB;TABLETA / CAPSULA;GLIVEC;100;;mg;;;;;;;6000;NOVARTIS;EN TRAMITE RENOV;60;COMPRIMIDOS;60 COMPRIMIDOS;91;IMATINIB - Tableta/Capsula;Circular 07 de 2013;14-ene-14;74547.34;;;3430119.73;1077538.42;3033313.73;2069982.92;2129924.02;;6372908.12;3308695.67;2663300.41;1657965.43;2705223.8;;2149904.39;2341444.14;2788729.18;
19939440-7;L01XE01;IMATINIB;TABLETA / CAPSULA;GLIVEC;100;;mg;;;;;;;12000;NOVARTIS;EN TRAMITE RENOV;120;COMPRIMIDOS;120 COMPRIMIDOS;91;IMATINIB - Tableta/Capsula;Circular 07 de 2013;14-ene-14;149094.68;;;6860239.46;2155076.84;6066627.46;4139965.83;4259848.04;;12745816.25;6617391.34;5326600.82;3315930.85;5410447.59;;4299808.77;4682888.28;5577458.36;
19939440-8;L01XE01;IMATINIB;TABLETA / CAPSULA;GLIVEC;100;;mg;;;;;;;18000;NOVARTIS;EN TRAMITE RENOV;180;COMPRIMIDOS;180 COMPRIMIDOS;91;IMATINIB - Tableta/Capsula;Circular 07 de 2013;14-ene-14;223642.02;;;10290359.19;3232615.25;9099941.2;6209948.75;6389772.06;;19118724.37;9926087.02;7989901.23;4973896.28;8115671.39;;6449713.16;7024332.42;8366187.53;
19939440-9;L01XE01;IMATINIB;TABLETA / CAPSULA;GLIVEC;100;;mg;;;;;;;18000;NOVARTIS;EN TRAMITE RENOV;180;TABLETAS;180 TABLETAS;91;IMATINIB - Tableta/Capsula;Circular 07 de 2013;14-ene-14;223642.02;;;10290359.19;3232615.25;9099941.2;6209948.75;6389772.06;;19118724.37;9926087.02;7989901.23;4973896.28;8115671.39;;6449713.16;7024332.42;8366187.53;
20044695-1;L02BG06;EXEMESTANO;TABLETA / CAPSULA;HB ONCOFEME;25;;mg;;;;;;;750;HB HUMAN BIOSCIENCE;VIGENTE;30;TABLETAS;30 TABLETAS;84;EXEMESTANO - Tableta/Capsula;Circular 07 de 2013;14-ene-14;17008.46;;;242977.95;317249.51;288591.45;;242977.95;;872742.81;;135236.27;;274009.78;;257745.12;166052.37;287220.26;
224030-1;A10AB04;INSULINA LISPRO;SOLUCION / SUSPENSION INYECTABLE;HUMALOG;300;;UI;3;ml;;;100;UI/ml;600;ELI LILLY;VIGENTE;2;CARTUCHOS;2 CARTUCHOS x 3 ml;98;INSULINA LISPRO - Solución Inyectable;Circular 07 de 2013;14-ene-14;2027.21;;;103099.75;30724.19;39494.32;;28960.15;;161227.61;27935.38;29415.62;;28504.68;;46680.88;30846.07;36627.05;20425.4
224030-2;A10AB04;INSULINA LISPRO;SOLUCION / SUSPENSION INYECTABLE;HUMALOG;1000;;UI;10;ml;;;100;UI/ml;1000;ELI LILLY;VIGENTE;1;VIAL;1 VIAL x 10 ml;98;INSULINA LISPRO - Solución Inyectable;Circular 07 de 2013;14-ene-14;3378.68;;;171832.92;51206.98;65823.87;;48266.92;;268712.68;46558.97;49026.03;;47507.8;;77801.46;51410.11;61045.09;34042.34
224030-3;A10AB04;INSULINA LISPRO;SOLUCION / SUSPENSION INYECTABLE;HUMALOG;150;;UI;1.5;ml;;;100;UI/ml;750;ELI LILLY;VIGENTE;5;CARTUCHOS;5 CARTUCHOS x 1.5 ml;98;INSULINA LISPRO - Solución Inyectable;Circular 07 de 2013;14-ene-14;2534.01;;;128874.69;38405.23;49367.91;;36200.19;;201534.51;34919.22;36769.52;;35630.85;;58351.09;38557.58;45783.81;25531.75
224030-4;A10AB04;INSULINA LISPRO;SOLUCION / SUSPENSION INYECTABLE;HUMALOG;300;;UI;3;ml;;;100;UI/ml;1500;ELI LILLY;VIGENTE;5;CARTUCHOS;5 CARTUCHOS x 3 ml;98;INSULINA LISPRO - Solución Inyectable;Circular 07 de 2013;14-ene-14;5068.03;;;257749.38;76810.47;98735.81;;72400.38;;403069.02;69838.45;73539.04;;71261.71;;116702.19;77115.16;91567.63;51063.51
224030-5;A10AB04;INSULINA LISPRO;SOLUCION / SUSPENSION INYECTABLE;HUMALOG;300;;UI;3;ml;;;100;UI/ml;1500;ELI LILLY;VIGENTE;5;CARTUCHOS;5 CARTUCHOS x 3 ml;98;INSULINA LISPRO - Solución Inyectable;Circular 07 de 2013;14-ene-14;5068.03;;;257749.38;76810.47;98735.81;;72400.38;;403069.02;69838.45;73539.04;;71261.71;;116702.19;77115.16;91567.63;51063.51
224030-6;A10AB04;INSULINA LISPRO;SOLUCION / SUSPENSION INYECTABLE;HUMALOG;300;;UI;3;ml;;;100;UI/ml;300;ELI LILLY;VIGENTE;1;CARTUCHO;1 CARTUCHO x 3 ml;98;INSULINA LISPRO - Solución Inyectable;Circular 07 de 2013;14-ene-14;1013.61;;;51549.88;15362.09;19747.16;;14480.08;;80613.8;13967.69;14707.81;;14252.34;;23340.44;15423.03;18313.53;10212.7
224030-7;A10AB04;INSULINA LISPRO;SOLUCION / SUSPENSION INYECTABLE;HUMALOG;300;;UI;3;ml;;;100;UI/ml;600;ELI LILLY;VIGENTE;2;CARTUCHOS;2 CARTUCHOS x 3 ml;98;INSULINA LISPRO - Solución Inyectable;Circular 07 de 2013;14-ene-14;2027.21;;;103099.75;30724.19;39494.32;;28960.15;;161227.61;27935.38;29415.62;;28504.68;;46680.88;30846.07;36627.05;20425.4
19963298-1;L04AA13;LEFLUNOMIDE;TABLETA / CAPSULA;INFLAXEN;20;;mg;;;;;;;200;PROCAPS;VIGENTE;10;CAPSULAS;10 CAPSULAS;101;LEFLUNOMIDA - Tableta/Capsula;Circular 07 de 2013;14-ene-14;3208.31;121027.91;;51677.31;49389.56;200554.28;;45832.98;;278208.05;30119.47;53050.16;47883.28;52821,00;;39289.74;39682.05;66144.76;
19963298-2;L04AA13;LEFLUNOMIDE;TABLETA / CAPSULA;INFLAXEN;20;;mg;;;;;;;600;PROCAPS;VIGENTE;30;CAPSULAS;30 CAPSULAS;101;LEFLUNOMIDA - Tableta/Capsula;Circular 07 de 2013;14-ene-14;9624.92;363083.73;;155031.92;148168.68;601662.85;;137498.93;;834624.15;90358.4;159150.47;143649.85;158462.99;;117869.21;119046.16;198434.27;
19963298-3;L04AA13;LEFLUNOMIDE;TABLETA / CAPSULA;INFLAXEN;20;;mg;;;;;;;1200;PROCAPS;VIGENTE;60;CAPSULAS;60 CAPSULAS;101;LEFLUNOMIDA - Tableta/Capsula;Circular 07 de 2013;14-ene-14;19249.85;726167.45;;310063.83;296337.36;1203325.7;;274997.85;;1669248.3;180716.79;318300.94;287299.7;316925.98;;235738.42;238092.31;396868.53;
19963298-4;L04AA13;LEFLUNOMIDE;TABLETA / CAPSULA;INFLAXEN;20;;mg;;;;;;;4000;PROCAPS;VIGENTE;200;CAPSULAS;200 CAPSULAS;101;LEFLUNOMIDA - Tableta/Capsula;Circular 07 de 2013;14-ene-14;64166.17;2420558.17;;1033546.11;987791.19;4011085.68;;916659.51;;5564161,00;602389.31;1061003.14;957665.66;1056419.92;;785794.74;793641.04;1322895.1;
19963299-1;L04AA13;LEFLUNOMIDE;TABLETA / CAPSULA;INFLAXEN;100;;mg;;;;;;;300;PROCAPS;VIGENTE;3;CAPSULAS;3 CAPSULAS;101;LEFLUNOMIDA - Tableta/Capsula;Circular 07 de 2013;14-ene-14;4812.46;181541.86;;77515.96;74084.34;300831.43;;68749.46;;417312.08;45179.2;79575.24;71824.92;79231.49;;58934.61;59523.08;99217.13;
19963299-2;L04AA13;LEFLUNOMIDE;TABLETA / CAPSULA;INFLAXEN;100;;mg;;;;;;;3000;PROCAPS;VIGENTE;30;CAPSULAS;30 CAPSULAS;101;LEFLUNOMIDA - Tableta/Capsula;Circular 07 de 2013;14-ene-14;48124.62;1815418.63;;775159.58;740843.39;3008314.26;;687494.63;;4173120.75;451791.99;795752.36;718249.25;792314.94;;589346.05;595230.78;992171.33;
19963299-3;L04AA13;LEFLUNOMIDE;TABLETA / CAPSULA;INFLAXEN;100;;mg;;;;;;;100;PROCAPS;VIGENTE;1;CAPSULA;1 CAPSULA;101;LEFLUNOMIDA - Tableta/Capsula;Circular 07 de 2013;14-ene-14;1604.15;60513.95;;25838.65;24694.78;100277.14;;22916.49;;139104.03;15059.73;26525.08;23941.64;26410.5;;19644.87;19841.03;33072.38;
20038208-1;N06DA03;RIVASTIGMINA;TABLETA / CAPSULA;IVASTIKLINE;3;;mg;;;;;;;84;GLAXOSMITHKLINE;VIGENTE;28;CAPSULAS;28 CAPSULAS;121;RIVASTIGMINA - Tableta/Capsula;Circular 07 de 2013;14-ene-14;4474.92;;;77524.16;63444.22;137822.89;;63927.42;;100239.4;38720.12;55664.59;;91323.59;;186042.74;65377.04;112035.71;
20038208-2;N06DA03;RIVASTIGMINA;TABLETA / CAPSULA;IVASTIKLINE;3;;mg;;;;;;;90;GLAXOSMITHKLINE;VIGENTE;30;CAPSULAS;30 CAPSULAS;121;RIVASTIGMINA - Tableta/Capsula;Circular 07 de 2013;14-ene-14;4794.56;;;83061.6;67975.95;147667.38;;68493.67;;107399.36;41485.85;59640.64;;97846.71;;199331.51;70046.82;120038.26;
20038210-1;N06DA03;RIVASTIGMINA;TABLETA / CAPSULA;IVASTIKLINE;1.5;;mg;;;;;;;42;GLAXOSMITHKLINE;VIGENTE;28;CAPSULAS;28 CAPSULAS;121;RIVASTIGMINA - Tableta/Capsula;Circular 07 de 2013;14-ene-14;2237.46;;;38762.08;31722.11;68911.45;;31963.71;;50119.7;19360.06;27832.3;;45661.8;;93021.37;32688.52;56017.86;
20038210-2;N06DA03;RIVASTIGMINA;TABLETA / CAPSULA;IVASTIKLINE;1.5;;mg;;;;;;;45;GLAXOSMITHKLINE;VIGENTE;30;CAPSULAS;30 CAPSULAS;121;RIVASTIGMINA - Tableta/Capsula;Circular 07 de 2013;14-ene-14;2397.28;;;41530.8;33987.97;73833.69;;34246.83;;53699.68;20742.92;29820.32;;48923.35;;99665.75;35023.41;60019.13;
20038210-3;N06DA03;RIVASTIGMINA;TABLETA / CAPSULA;IVASTIKLINE;1.5;;mg;;;;;;;42;GLAXOSMITHKLINE;VIGENTE;28;CAPSULAS;28 CAPSULAS;121;RIVASTIGMINA - Tableta/Capsula;Circular 07 de 2013;14-ene-14;2237.46;;;38762.08;31722.11;68911.45;;31963.71;;50119.7;19360.06;27832.3;;45661.8;;93021.37;32688.52;56017.86;
20038210-4;N06DA03;RIVASTIGMINA;TABLETA / CAPSULA;IVASTIKLINE;1.5;;mg;;;;;;;45;GLAXOSMITHKLINE;VIGENTE;30;CAPSULAS;30 CAPSULAS;121;RIVASTIGMINA - Tableta/Capsula;Circular 07 de 2013;14-ene-14;2397.28;;;41530.8;33987.97;73833.69;;34246.83;;53699.68;20742.92;29820.32;;48923.35;;99665.75;35023.41;60019.13;
20038211-1;N06DA03;RIVASTIGMINA;TABLETA / CAPSULA;IVASTIKLINE;6;;mg;;;;;;;168;GLAXOSMITHKLINE;VIGENTE;28;CAPSULAS;28 CAPSULAS;121;RIVASTIGMINA - Tableta/Capsula;Circular 07 de 2013;14-ene-14;8949.84;;;155048.32;126888.44;275645.79;;127854.85;;200478.8;77440.25;111329.19;;182647.19;;372085.48;130754.07;224071.42;
20038211-2;N06DA03;RIVASTIGMINA;TABLETA / CAPSULA;IVASTIKLINE;6;;mg;;;;;;;180;GLAXOSMITHKLINE;VIGENTE;30;CAPSULAS;30 CAPSULAS;121;RIVASTIGMINA - Tableta/Capsula;Circular 07 de 2013;14-ene-14;9589.11;;;166123.2;135951.9;295334.77;;136987.34;;214798.71;82971.69;119281.27;;195693.41;;398663.01;140093.65;240076.52;
20038213-1;N06DA03;RIVASTIGMINA;TABLETA / CAPSULA;IVASTIKLINE;4.5;;mg;;;;;;;126;GLAXOSMITHKLINE;VIGENTE;28;CAPSULAS;28 CAPSULAS;121;RIVASTIGMINA - Tableta/Capsula;Circular 07 de 2013;14-ene-14;6712.38;;;116286.24;95166.33;206734.34;;95891.13;;150359.1;58080.18;83496.89;;136985.39;;279064.11;98065.55;168053.57;
20038213-2;N06DA03;RIVASTIGMINA;TABLETA / CAPSULA;IVASTIKLINE;4.5;;mg;;;;;;;135;GLAXOSMITHKLINE;VIGENTE;30;CAPSULAS;30 CAPSULAS;121;RIVASTIGMINA - Tableta/Capsula;Circular 07 de 2013;14-ene-14;7191.84;;;124592.4;101963.92;221501.08;;102740.5;;161099.03;62228.77;89460.95;;146770.06;;298997.26;105070.24;180057.39;
20043686-1;N05AH04;QUETIAPINA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;KETIAN;300;;mg;;;;;;;600;PROCAPS;VIGENTE;2;TABLETAS;2 TABLETAS;117;QUETIAPINA - Tableta de liberación prolongada;Circular 07 de 2013;14-ene-14;880.86;;;15289.18;23699.73;13951.03;;12583.7;42895.34;80236.38;16294.53;13129.11;;10947.47;;25760.76;10439.08;24613.4;4171.56
20043686-10;N05AH04;QUETIAPINA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;KETIAN;300;;mg;;;;;;;6000;PROCAPS;VIGENTE;20;TABLETAS;20 TABLETAS;117;QUETIAPINA - Tableta de liberación prolongada;Circular 07 de 2013;14-ene-14;8808.59;;;152891.76;236997.32;139510.35;;125837.02;428953.38;802363.76;162945.28;131291.13;;109474.66;;257607.58;104390.78;246133.96;41715.57
20043686-11;N05AH04;QUETIAPINA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;KETIAN;300;;mg;;;;;;;9000;PROCAPS;VIGENTE;30;TABLETAS;30 TABLETAS;117;QUETIAPINA - Tableta de liberación prolongada;Circular 07 de 2013;14-ene-14;13212.89;;;229337.64;355495.98;209265.52;;188755.52;643430.07;1203545.65;244417.92;196936.7;;164211.99;;386411.37;156586.18;369200.94;62573.35
20043686-12;N05AH04;QUETIAPINA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;KETIAN;300;;mg;;;;;;;18000;PROCAPS;VIGENTE;60;TABLETAS;60 TABLETAS;117;QUETIAPINA - Tableta de liberación prolongada;Circular 07 de 2013;14-ene-14;26425.77;;;458675.27;710991.96;418531.04;;377511.05;1286860.15;2407091.29;488835.84;393873.4;;328423.99;;772822.73;313172.35;738401.88;125146.7
20043686-2;N05AH04;QUETIAPINA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;KETIAN;300;;mg;;;;;;;1200;PROCAPS;VIGENTE;4;TABLETAS;4 TABLETAS;117;QUETIAPINA - Tableta de liberación prolongada;Circular 07 de 2013;14-ene-14;1761.72;;;30578.35;47399.46;27902.07;;25167.4;85790.68;160472.75;32589.06;26258.23;;21894.93;;51521.52;20878.16;49226.79;8343.11
20043686-3;N05AH04;QUETIAPINA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;KETIAN;300;;mg;;;;;;;1500;PROCAPS;VIGENTE;5;TABLETAS;5 TABLETAS;117;QUETIAPINA - Tableta de liberación prolongada;Circular 07 de 2013;14-ene-14;2202.15;;;38222.94;59249.33;34877.59;;31459.25;107238.35;200590.94;40736.32;32822.78;;27368.67;;64401.89;26097.7;61533.49;10428.89
20043686-4;N05AH04;QUETIAPINA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;KETIAN;300;;mg;;;;;;;4500;PROCAPS;VIGENTE;15;TABLETAS;15 TABLETAS;117;QUETIAPINA - Tableta de liberación prolongada;Circular 07 de 2013;14-ene-14;6606.44;;;114668.82;177747.99;104632.76;;94377.76;321715.04;601772.82;122208.96;98468.35;;82106,00;;193205.68;78293.09;184600.47;31286.67
20043686-5;N05AH04;QUETIAPINA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;KETIAN;300;;mg;;;;;;;2100;PROCAPS;VIGENTE;7;TABLETAS;7 TABLETAS;117;QUETIAPINA - Tableta de liberación prolongada;Circular 07 de 2013;14-ene-14;3083.01;;;53512.11;82949.06;48828.62;;44042.96;150133.68;280827.32;57030.85;45951.9;;38316.13;;90162.65;36536.77;86146.89;14600.45
20043686-6;N05AH04;QUETIAPINA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;KETIAN;300;;mg;;;;;;;6300;PROCAPS;VIGENTE;21;TABLETAS;21 TABLETAS;117;QUETIAPINA - Tableta de liberación prolongada;Circular 07 de 2013;14-ene-14;9249.02;;;160536.34;248847.19;146485.86;;132128.87;450401.05;842481.95;171092.54;137855.69;;114948.4;;270487.96;109610.32;258440.66;43801.34
20043686-8;N05AH04;QUETIAPINA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;KETIAN;300;;mg;;;;;;;8400;PROCAPS;VIGENTE;28;TABLETAS;28 TABLETAS;117;QUETIAPINA - Tableta de liberación prolongada;Circular 07 de 2013;14-ene-14;12332.03;;;214048.46;331796.25;195314.49;;176171.82;600534.74;1123309.27;228123.39;183807.59;;153264.53;;360650.61;146147.1;344587.54;58401.79
20043686-9;N05AH04;QUETIAPINA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;KETIAN;300;;mg;;;;;;;3000;PROCAPS;VIGENTE;10;TABLETAS;10 TABLETAS;117;QUETIAPINA - Tableta de liberación prolongada;Circular 07 de 2013;14-ene-14;4404.3;;;76445.88;118498.66;69755.17;;62918.51;214476.69;401181.88;81472.64;65645.57;;54737.33;;128803.79;52195.39;123066.98;20857.78
20043691-1;N05AH04;QUETIAPINA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;KETIAN;200;;mg;;;;;;;400;PROCAPS;VIGENTE;2;TABLETAS;2 TABLETAS;117;QUETIAPINA - Tableta de liberación prolongada;Circular 07 de 2013;14-ene-14;587.24;;;10192.78;15799.82;9300.69;;8389.13;28596.89;53490.92;10863.02;8752.74;;7298.31;;17173.84;6959.39;16408.93;2781.04
20043691-10;N05AH04;QUETIAPINA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;KETIAN;200;;mg;;;;;;;6000;PROCAPS;VIGENTE;30;TABLETAS;30 TABLETAS;117;QUETIAPINA - Tableta de liberación prolongada;Circular 07 de 2013;14-ene-14;8808.59;;;152891.76;236997.32;139510.35;;125837.02;428953.38;802363.76;162945.28;131291.13;;109474.66;;257607.58;104390.78;246133.96;41715.57
20043691-11;N05AH04;QUETIAPINA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;KETIAN;200;;mg;;;;;;;12000;PROCAPS;VIGENTE;60;TABLETAS;60 TABLETAS;117;QUETIAPINA - Tableta de liberación prolongada;Circular 07 de 2013;14-ene-14;17617.18;;;305783.51;473994.64;279020.69;;251674.03;857906.76;1604727.53;325890.56;262582.27;;218949.33;;515215.15;208781.57;492267.92;83431.13
20043691-12;N05AH04;QUETIAPINA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;KETIAN;200;;mg;;;;;;;6000;PROCAPS;VIGENTE;30;TABLETAS;30 TABLETAS;117;QUETIAPINA - Tableta de liberación prolongada;Circular 07 de 2013;14-ene-14;8808.59;;;152891.76;236997.32;139510.35;;125837.02;428953.38;802363.76;162945.28;131291.13;;109474.66;;257607.58;104390.78;246133.96;41715.57
20043691-2;N05AH04;QUETIAPINA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;KETIAN;200;;mg;;;;;;;800;PROCAPS;VIGENTE;4;TABLETAS;4 TABLETAS;117;QUETIAPINA - Tableta de liberación prolongada;Circular 07 de 2013;14-ene-14;1174.48;;;20385.57;31599.64;18601.38;;16778.27;57193.78;106981.84;21726.04;17505.48;;14596.62;;34347.68;13918.77;32817.86;5562.08
20043691-3;N05AH04;QUETIAPINA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;KETIAN;200;;mg;;;;;;;1000;PROCAPS;VIGENTE;5;TABLETAS;5 TABLETAS;117;QUETIAPINA - Tableta de liberación prolongada;Circular 07 de 2013;14-ene-14;1468.1;;;25481.96;39499.55;23251.72;;20972.84;71492.23;133727.29;27157.55;21881.86;;18245.78;;42934.6;17398.46;41022.33;6952.59
20043691-4;N05AH04;QUETIAPINA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;KETIAN;200;;mg;;;;;;;3000;PROCAPS;VIGENTE;15;TABLETAS;15 TABLETAS;117;QUETIAPINA - Tableta de liberación prolongada;Circular 07 de 2013;14-ene-14;4404.3;;;76445.88;118498.66;69755.17;;62918.51;214476.69;401181.88;81472.64;65645.57;;54737.33;;128803.79;52195.39;123066.98;20857.78
20043691-5;N05AH04;QUETIAPINA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;KETIAN;200;;mg;;;;;;;1400;PROCAPS;VIGENTE;7;TABLETAS;7 TABLETAS;117;QUETIAPINA - Tableta de liberación prolongada;Circular 07 de 2013;14-ene-14;2055.34;;;35674.74;55299.37;32552.41;;29361.97;100089.12;187218.21;38020.57;30634.6;;25544.09;;60108.43;24357.85;57431.26;9733.63
20043691-6;N05AH04;QUETIAPINA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;KETIAN;200;;mg;;;;;;;4200;PROCAPS;VIGENTE;21;TABLETAS;21 TABLETAS;117;QUETIAPINA - Tableta de liberación prolongada;Circular 07 de 2013;14-ene-14;6166.01;;;107024.23;165898.12;97657.24;;88085.91;300267.37;561654.63;114061.7;91903.79;;76632.26;;180325.3;73073.55;172293.77;29200.9
20043691-7;N05AH04;QUETIAPINA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;KETIAN;200;;mg;;;;;;;5600;PROCAPS;VIGENTE;28;TABLETAS;28 TABLETAS;117;QUETIAPINA - Tableta de liberación prolongada;Circular 07 de 2013;14-ene-14;8221.35;;;142698.97;221197.5;130209.66;;117447.88;400356.49;748872.85;152082.26;122538.39;;102176.35;;240433.74;97431.4;229725.03;38934.53
20043691-8;N05AH04;QUETIAPINA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;KETIAN;200;;mg;;;;;;;2000;PROCAPS;VIGENTE;10;TABLETAS;10 TABLETAS;117;QUETIAPINA - Tableta de liberación prolongada;Circular 07 de 2013;14-ene-14;2936.2;;;50963.92;78999.11;46503.45;;41945.67;142984.46;267454.59;54315.09;43763.71;;36491.55;;85869.19;34796.93;82044.65;13905.19
20043691-9;N05AH04;QUETIAPINA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;KETIAN;200;;mg;;;;;;;4000;PROCAPS;VIGENTE;20;TABLETAS;20 TABLETAS;117;QUETIAPINA - Tableta de liberación prolongada;Circular 07 de 2013;14-ene-14;5872.39;;;101927.84;157998.21;93006.9;;83891.34;285968.92;534909.18;108630.19;87527.42;;72983.11;;171738.38;69593.86;164089.31;27810.38
20043696-1;N05AH04;QUETIAPINA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;KETIAN;400;;mg;;;;;;;800;PROCAPS;VIGENTE;2;TABLETAS;2 TABLETAS;117;QUETIAPINA - Tableta de liberación prolongada;Circular 07 de 2013;14-ene-14;1174.48;;;20385.57;31599.64;18601.38;;16778.27;57193.78;106981.84;21726.04;17505.48;;14596.62;;34347.68;13918.77;32817.86;5562.08
20043696-10;N05AH04;QUETIAPINA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;KETIAN;400;;mg;;;;;;;12000;PROCAPS;VIGENTE;30;TABLETAS;30 TABLETAS;117;QUETIAPINA - Tableta de liberación prolongada;Circular 07 de 2013;14-ene-14;17617.18;;;305783.51;473994.64;279020.69;;251674.03;857906.76;1604727.53;325890.56;262582.27;;218949.33;;515215.15;208781.57;492267.92;83431.13
20043696-11;N05AH04;QUETIAPINA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;KETIAN;400;;mg;;;;;;;24000;PROCAPS;VIGENTE;60;TABLETAS;60 TABLETAS;117;QUETIAPINA - Tableta de liberación prolongada;Circular 07 de 2013;14-ene-14;35234.36;;;611567.03;947989.28;558041.39;;503348.06;1715813.53;3209455.06;651781.12;525164.53;;437898.65;;1030430.31;417563.14;984535.84;166862.26
20043696-12;N05AH04;QUETIAPINA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;KETIAN;400;;mg;;;;;;;12000;PROCAPS;VIGENTE;30;TABLETAS;30 TABLETAS;117;QUETIAPINA - Tableta de liberación prolongada;Circular 07 de 2013;14-ene-14;17617.18;;;305783.51;473994.64;279020.69;;251674.03;857906.76;1604727.53;325890.56;262582.27;;218949.33;;515215.15;208781.57;492267.92;83431.13
20043696-2;N05AH04;QUETIAPINA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;KETIAN;400;;mg;;;;;;;1600;PROCAPS;VIGENTE;4;TABLETAS;4 TABLETAS;117;QUETIAPINA - Tableta de liberación prolongada;Circular 07 de 2013;14-ene-14;2348.96;;;40771.14;63199.29;37202.76;;33556.54;114387.57;213963.67;43452.07;35010.97;;29193.24;;68695.35;27837.54;65635.72;11124.15
20043696-3;N05AH04;QUETIAPINA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;KETIAN;400;;mg;;;;;;;2000;PROCAPS;VIGENTE;5;TABLETAS;5 TABLETAS;117;QUETIAPINA - Tableta de liberación prolongada;Circular 07 de 2013;14-ene-14;2936.2;;;50963.92;78999.11;46503.45;;41945.67;142984.46;267454.59;54315.09;43763.71;;36491.55;;85869.19;34796.93;82044.65;13905.19
